Area_Code;Cogs;Difference_Between_Actual_And_Target_Profit;Date;Inventory_Margin;Margin;Market_size;Market;Marketing;Product_line;Product_type;Product;Profit;Sales;State;Target_cogs;Target_margin;Target_profit;Target_sales;Total_expenses;Type;Profit_status;Duplicate_check;Countblank;Derived_gap;Sales_status;Profit_status_vs_Target;Sum_of_sales;Sum_of_profits
405;102;72;10/1/2627;-2003;143;Small Market;South;31;Beans;Espresso;Caffe Latte;132;261;Oklahoma;80;100;60;180;54;Regular;Profit;;;72;Met;Met;202895;64311
985;101;46;10/1/2628;552;130;Small Market;South;33;Leaves;Herbal Tea;Chamomile;126;246;Louisiana;90;120;80;210;45;Decaf;Profit;;;46;Met;Met;202895;64311
505;15;3;10/1/2629;848;24;Small Market;South;4;Leaves;Herbal Tea;Chamomile;13;42;New Mexico;10;20;10;30;15;Decaf;Profit;;;3;Met;Met;202895;64311
337;82;16;10/1/2630;601;102;Small Market;South;31;Leaves;Herbal Tea;Lemon;56;196;Louisiana;70;100;40;170;64;Decaf;Profit;;;16;Met;Met;202895;64311
405;94;2;10/1/2631;694;130;Small Market;South;85;Leaves;Herbal Tea;Lemon;22;239;Oklahoma;80;120;20;200;115;Decaf;Profit;;;2;Met;Met;202895;64311
409;241;39;10/1/2632;1321;284;Major Market;South;74;Beans;Coffee;Colombian;279;559;Texas;280;340;240;620;96;Regular;Profit;;;39;Met;Met;202895;64311
254;123;87;10/1/2633;959;179;Major Market;South;34;Beans;Espresso;Caffe Mocha;197;322;Texas;90;140;110;230;46;Regular;Profit;;;87;Met;Met;202895;64311
505;92;-16;10/1/2634;1898;68;Small Market;South;28;Beans;Coffee;Decaf Irish Cream;24;171;New Mexico;100;90;40;190;52;Decaf;Profit;;;-16;Met;Missed;202895;64311
918;88;47;10/1/2635;817;133;Small Market;South;29;Beans;Espresso;Decaf Espresso;107;236;Oklahoma;60;110;60;170;61;Decaf;Profit;;;47;Met;Met;202895;64311
985;49;-2;10/1/2636;845;71;Small Market;South;13;Beans;Coffee;Colombian;68;128;Louisiana;50;90;70;140;25;Regular;Profit;;;-2;Met;Missed;202895;64311
505;48;-10;10/1/2637;462;74;Small Market;South;15;Beans;Coffee;Colombian;40;130;New Mexico;50;90;50;140;47;Regular;Profit;;;-10;Met;Missed;202895;64311
580;81;-2;10/1/2638;551;104;Small Market;South;26;Beans;Coffee;Colombian;98;197;Oklahoma;90;130;100;220;38;Regular;Profit;;;-2;Met;Missed;202895;64311
505;20;-12;10/1/2639;-598;25;Small Market;South;7;Beans;Espresso;Caffe Latte;-22;48;New Mexico;10;20;-10;30;40;Regular;Loss;;;-12;Met;Missed;202895;64311
918;134;90;10/1/2640;-2248;186;Small Market;South;41;Beans;Espresso;Caffe Latte;180;341;Oklahoma;100;140;90;240;65;Regular;Profit;;;90;Met;Met;202895;64311
985;94;44;10/1/2641;540;120;Small Market;South;31;Leaves;Herbal Tea;Chamomile;114;228;Louisiana;80;110;70;190;43;Decaf;Profit;;;44;Met;Met;202895;64311
505;16;3;10/1/2642;851;25;Small Market;South;4;Leaves;Herbal Tea;Chamomile;13;44;New Mexico;10;20;10;30;16;Decaf;Profit;;;3;Met;Met;202895;64311
580;105;0;10/1/2643;716;145;Small Market;South;95;Leaves;Herbal Tea;Lemon;30;266;Oklahoma;90;140;30;230;125;Decaf;Profit;;;0;Met;Met;202895;64311
860;125;-15;10/1/2644;1119;188;Small Market;East;41;Beans;Coffee;Colombian;115;313;Connecticut;100;160;130;260;73;Regular;Profit;;;-15;Met;Missed;202895;64311
203;60;-39;10/1/2645;606;84;Small Market;East;54;Beans;Espresso;Caffe Mocha;1;144;Connecticut;40;90;40;130;83;Regular;Profit;;;-39;Met;Missed;202895;64311
203;130;-8;10/1/2646;1134;195;Small Market;East;42;Beans;Coffee;Colombian;122;325;Connecticut;110;180;130;290;73;Regular;Profit;;;-8;Met;Missed;202895;64311
203;115;-5;10/1/2647;1166;174;Small Market;East;37;Beans;Coffee;Colombian;105;289;Connecticut;100;160;110;260;69;Regular;Profit;;;-5;Met;Missed;202895;64311
203;125;41;10/1/2648;1119;188;Small Market;East;41;Beans;Coffee;Colombian;171;334;Connecticut;100;160;130;260;73;Regular;Profit;;;41;Met;Met;202895;64311
959;60;-39;10/1/2649;606;84;Small Market;East;54;Beans;Espresso;Caffe Mocha;1;153;Connecticut;40;90;40;130;83;Regular;Profit;;;-39;Met;Missed;202895;64311
203;130;51;10/1/2650;1134;195;Small Market;East;42;Beans;Coffee;Colombian;181;346;Connecticut;110;180;130;290;73;Regular;Profit;;;51;Met;Met;202895;64311
959;115;46;10/1/2651;1166;174;Small Market;East;37;Beans;Coffee;Colombian;156;308;Connecticut;100;160;110;260;69;Regular;Profit;;;46;Met;Met;202895;64311
561;91;-14;10/1/2652;656;127;Major Market;East;28;Beans;Coffee;Decaf Irish Cream;76;218;Florida;70;110;90;180;51;Decaf;Profit;;;-14;Met;Missed;202895;64311
239;86;-30;10/1/2653;547;116;Major Market;East;28;Beans;Espresso;Decaf Espresso;60;202;Florida;70;110;90;180;56;Decaf;Profit;;;-30;Met;Missed;202895;64311
407;82;-26;10/1/2654;788;123;Major Market;East;27;Beans;Coffee;Colombian;64;205;Florida;60;110;90;170;59;Regular;Profit;;;-26;Met;Missed;202895;64311
857;72;18;10/1/2655;-3004;402;Major Market;East;23;Beans;Coffee;Colombian;348;474;Massachusetts;50;350;330;400;54;Regular;Profit;;;18;Met;Met;202895;64311
315;260;17;10/1/2656;2548;390;Major Market;East;91;Beans;Coffee;Colombian;247;650;New York;210;330;230;540;143;Regular;Profit;;;17;Met;Met;202895;64311
239;96;-32;10/1/2657;683;134;Major Market;East;87;Beans;Espresso;Caffe Mocha;18;230;Florida;80;130;50;210;116;Regular;Profit;;;-32;Met;Missed;202895;64311
845;125;-32;10/1/2658;3142;-56;Major Market;East;113;Beans;Espresso;Caffe Mocha;-202;69;New York;110;-60;-170;50;146;Regular;Loss;;;-32;Met;Missed;202895;64311
781;161;-28;10/1/2659;1267;161;Major Market;East;45;Beans;Espresso;Regular Espresso;92;322;Massachusetts;140;160;120;300;69;Regular;Profit;;;-28;Met;Missed;202895;64311
718;239;-15;10/1/2660;1197;526;Major Market;East;66;Beans;Espresso;Regular Espresso;435;765;New York;210;510;450;720;91;Regular;Profit;;;-15;Met;Missed;202895;64311
386;22;-10;10/1/2661;573;29;Major Market;East;7;Leaves;Herbal Tea;Chamomile;10;51;Florida;0;20;20;20;19;Decaf;Profit;;;-10;Met;Missed;202895;64311
845;255;59;10/1/2662;1622;258;Major Market;East;96;Leaves;Herbal Tea;Lemon;129;513;New York;140;150;70;290;129;Decaf;Profit;;;59;Met;Met;202895;64311
315;239;-70;10/1/2663;4360;-75;Major Market;East;74;Leaves;Herbal Tea;Mint;-170;164;New York;130;-50;-100;80;95;Decaf;Loss;;;-70;Met;Missed;202895;64311
516;108;-25;10/1/2664;971;157;Major Market;East;30;Leaves;Tea;Darjeeling;115;265;New York;110;170;140;280;42;Regular;Profit;;;-25;Met;Missed;202895;64311
716;123;-26;10/1/2665;915;179;Major Market;East;34;Leaves;Tea;Earl Grey;134;302;New York;130;190;160;320;45;Regular;Profit;;;-26;Met;Missed;202895;64311
518;76;-22;10/1/2666;580;111;Major Market;East;21;Leaves;Tea;Green Tea;78;187;New York;80;120;100;200;33;Regular;Profit;;;-22;Met;Missed;202895;64311
772;102;-1;10/1/2667;666;143;Major Market;East;31;Beans;Coffee;Decaf Irish Cream;89;245;Florida;90;130;90;220;54;Decaf;Profit;;;-1;Met;Missed;202895;64311
561;77;-9;10/1/2668;557;103;Major Market;East;25;Beans;Espresso;Decaf Espresso;51;180;Florida;70;100;60;170;52;Decaf;Profit;;;-9;Met;Missed;202895;64311
754;78;3;10/1/2669;798;119;Major Market;East;25;Beans;Coffee;Colombian;63;197;Florida;70;100;60;170;56;Regular;Profit;;;3;Met;Met;202895;64311
978;75;24;10/1/2670;-3287;379;Major Market;East;24;Beans;Coffee;Colombian;324;454;Massachusetts;60;340;300;400;55;Regular;Profit;;;24;Met;Met;202895;64311
347;249;6;10/1/2671;2580;374;Major Market;East;87;Beans;Coffee;Colombian;236;623;New York;220;340;230;560;138;Regular;Profit;;;6;Met;Met;202895;64311
754;94;-5;10/1/2672;694;130;Major Market;East;85;Beans;Espresso;Caffe Mocha;15;224;Florida;90;120;20;210;115;Regular;Profit;;;-5;Met;Missed;202895;64311
347;121;-12;10/1/2673;3385;-60;Major Market;East;109;Beans;Espresso;Caffe Mocha;-202;61;New York;110;-60;-190;50;142;Regular;Loss;;;-12;Met;Missed;202895;64311
508;181;-12;10/1/2674;1283;182;Major Market;East;50;Beans;Espresso;Regular Espresso;108;363;Massachusetts;170;180;120;350;74;Regular;Profit;;;-12;Met;Missed;202895;64311
646;211;-9;10/1/2675;933;464;Major Market;East;59;Beans;Espresso;Regular Espresso;381;675;New York;200;460;390;660;83;Regular;Profit;;;-9;Met;Missed;202895;64311
561;22;1;10/1/2676;570;30;Major Market;East;7;Leaves;Herbal Tea;Chamomile;11;52;Florida;10;20;10;30;19;Decaf;Profit;;;1;Met;Met;202895;64311
631;245;64;10/1/2677;1704;331;Major Market;East;93;Leaves;Herbal Tea;Lemon;204;576;New York;180;240;140;420;127;Decaf;Profit;;;64;Met;Met;202895;64311
914;225;-36;10/1/2678;4742;-65;Major Market;East;69;Leaves;Herbal Tea;Mint;-156;160;New York;160;-50;-120;110;91;Decaf;Loss;;;-36;Met;Missed;202895;64311
518;81;-6;10/1/2679;984;117;Major Market;East;22;Leaves;Tea;Darjeeling;84;198;New York;80;120;90;200;33;Regular;Profit;;;-6;Met;Missed;202895;64311
315;118;-3;10/1/2680;930;172;Major Market;East;33;Leaves;Tea;Earl Grey;127;290;New York;120;170;130;290;45;Regular;Profit;;;-3;Met;Missed;202895;64311
813;134;12;10/1/2681;690;186;Major Market;East;41;Beans;Coffee;Decaf Irish Cream;122;320;Florida;120;160;110;280;64;Decaf;Profit;;;12;Met;Met;202895;64311
407;83;-12;10/1/2682;575;112;Major Market;East;27;Beans;Espresso;Decaf Espresso;58;195;Florida;80;110;70;190;54;Decaf;Profit;;;-12;Met;Missed;202895;64311
754;88;-7;10/1/2683;817;133;Major Market;East;29;Beans;Coffee;Colombian;73;221;Florida;70;120;80;190;60;Regular;Profit;;;-7;Met;Missed;202895;64311
351;67;30;10/1/2684;-3534;443;Major Market;East;22;Beans;Coffee;Colombian;390;510;Massachusetts;60;390;360;450;53;Regular;Profit;;;30;Met;Met;202895;64311
845;279;21;10/1/2685;2642;420;Major Market;East;97;Beans;Coffee;Colombian;271;699;New York;250;370;250;620;149;Regular;Profit;;;21;Met;Met;202895;64311
305;105;-9;10/1/2686;716;145;Major Market;East;95;Beans;Espresso;Caffe Mocha;21;250;Florida;100;140;30;240;124;Regular;Profit;;;-9;Met;Missed;202895;64311
212;135;-14;10/1/2687;3641;-69;Major Market;East;122;Beans;Espresso;Caffe Mocha;-224;66;New York;130;-70;-210;60;155;Regular;Loss;;;-14;Met;Missed;202895;64311
351;153;7;10/1/2688;1319;153;Major Market;East;42;Beans;Espresso;Regular Espresso;87;306;Massachusetts;150;140;80;290;66;Regular;Profit;;;7;Met;Met;202895;64311
718;250;-8;10/1/2689;723;407;Major Market;East;70;Beans;Espresso;Regular Espresso;312;657;New York;240;400;320;640;95;Regular;Profit;;;-8;Met;Missed;202895;64311
607;294;99;10/1/2690;1727;453;Major Market;East;111;Leaves;Herbal Tea;Lemon;309;747;New York;220;320;210;540;144;Decaf;Profit;;;99;Met;Met;202895;64311
716;241;-39;10/1/2691;5121;-93;Major Market;East;74;Leaves;Herbal Tea;Mint;-189;148;New York;180;-80;-150;100;96;Decaf;Loss;;;-39;Met;Missed;202895;64311
716;86;-1;10/1/2692;1003;124;Major Market;East;24;Leaves;Tea;Darjeeling;89;210;New York;90;120;90;210;35;Regular;Profit;;;-1;Met;Missed;202895;64311
718;123;-17;10/1/2693;959;179;Major Market;East;34;Leaves;Tea;Earl Grey;133;302;New York;120;190;150;310;46;Regular;Profit;;;-17;Met;Missed;202895;64311
772;91;23;10/1/2694;656;127;Major Market;East;28;Beans;Coffee;Decaf Irish Cream;113;232;Florida;70;110;90;180;51;Decaf;Profit;;;23;Met;Met;202895;64311
321;86;-1;10/1/2695;547;116;Major Market;East;28;Beans;Espresso;Decaf Espresso;89;215;Florida;70;110;90;180;56;Decaf;Profit;;;-1;Met;Missed;202895;64311
954;82;5;10/1/2696;788;123;Major Market;East;27;Beans;Coffee;Colombian;95;218;Florida;60;110;90;170;59;Regular;Profit;;;5;Met;Met;202895;64311
857;72;186;10/1/2697;-3004;402;Major Market;East;23;Beans;Coffee;Colombian;516;505;Massachusetts;50;350;330;400;54;Regular;Profit;;;186;Met;Met;202895;64311
716;260;137;10/1/2698;2548;390;Major Market;East;91;Beans;Coffee;Colombian;367;693;New York;210;330;230;540;143;Regular;Profit;;;137;Met;Met;202895;64311
727;96;-23;10/1/2699;683;134;Major Market;East;87;Beans;Espresso;Caffe Mocha;27;245;Florida;80;130;50;210;116;Regular;Profit;;;-23;Met;Missed;202895;64311
914;125;-130;10/1/2700;3142;-56;Major Market;East;113;Beans;Espresso;Caffe Mocha;-300;74;New York;110;-60;-170;50;146;Regular;Loss;;;-130;Met;Missed;202895;64311
508;161;17;10/1/2701;1267;161;Major Market;East;45;Beans;Espresso;Regular Espresso;137;343;Massachusetts;140;160;120;300;69;Regular;Profit;;;17;Met;Met;202895;64311
212;239;196;10/1/2702;1197;526;Major Market;East;66;Beans;Espresso;Regular Espresso;646;815;New York;210;510;450;720;91;Regular;Profit;;;196;Met;Met;202895;64311
904;22;-5;10/1/2703;573;29;Major Market;East;7;Leaves;Herbal Tea;Chamomile;15;54;Florida;0;20;20;20;19;Decaf;Profit;;;-5;Met;Missed;202895;64311
585;255;121;10/1/2704;1622;258;Major Market;East;96;Leaves;Herbal Tea;Lemon;191;547;New York;140;150;70;290;129;Decaf;Profit;;;121;Met;Met;202895;64311
631;239;-152;10/1/2705;4360;-75;Major Market;East;74;Leaves;Herbal Tea;Mint;-252;175;New York;130;-50;-100;80;95;Decaf;Loss;;;-152;Met;Missed;202895;64311
585;108;31;10/1/2706;971;157;Major Market;East;30;Leaves;Tea;Darjeeling;171;282;New York;110;170;140;280;42;Regular;Profit;;;31;Met;Met;202895;64311
718;123;39;10/1/2707;915;179;Major Market;East;34;Leaves;Tea;Earl Grey;199;322;New York;130;190;160;320;45;Regular;Profit;;;39;Met;Met;202895;64311
607;76;16;10/1/2708;580;111;Major Market;East;21;Leaves;Tea;Green Tea;116;199;New York;80;120;100;200;33;Regular;Profit;;;16;Met;Met;202895;64311
904;102;42;10/1/2709;666;143;Major Market;East;31;Beans;Coffee;Decaf Irish Cream;132;261;Florida;90;130;90;220;54;Decaf;Profit;;;42;Met;Met;202895;64311
772;77;16;10/1/2710;557;103;Major Market;East;25;Beans;Espresso;Decaf Espresso;76;192;Florida;70;100;60;170;52;Decaf;Profit;;;16;Met;Met;202895;64311
786;78;33;10/1/2711;798;119;Major Market;East;25;Beans;Coffee;Colombian;93;210;Florida;70;100;60;170;56;Regular;Profit;;;33;Met;Met;202895;64311
857;75;181;10/1/2712;-3287;379;Major Market;East;24;Beans;Coffee;Colombian;481;484;Massachusetts;60;340;300;400;55;Regular;Profit;;;181;Met;Met;202895;64311
607;249;120;10/1/2713;2580;374;Major Market;East;87;Beans;Coffee;Colombian;350;664;New York;220;340;230;560;138;Regular;Profit;;;120;Met;Met;202895;64311
813;94;2;10/1/2714;694;130;Major Market;East;85;Beans;Espresso;Caffe Mocha;22;239;Florida;90;120;20;210;115;Regular;Profit;;;2;Met;Met;202895;64311
914;121;-110;10/1/2715;3385;-60;Major Market;East;109;Beans;Espresso;Caffe Mocha;-300;65;New York;110;-60;-190;50;142;Regular;Loss;;;-110;Met;Missed;202895;64311
617;181;40;10/1/2716;1283;182;Major Market;East;50;Beans;Espresso;Regular Espresso;160;387;Massachusetts;170;180;120;350;74;Regular;Profit;;;40;Met;Met;202895;64311
917;211;175;10/1/2717;933;464;Major Market;East;59;Beans;Espresso;Regular Espresso;565;719;New York;200;460;390;660;83;Regular;Profit;;;175;Met;Met;202895;64311
727;22;6;10/1/2718;570;30;Major Market;East;7;Leaves;Herbal Tea;Chamomile;16;55;Florida;10;20;10;30;19;Decaf;Profit;;;6;Met;Met;202895;64311
585;245;163;10/1/2719;1704;331;Major Market;East;93;Leaves;Herbal Tea;Lemon;303;614;New York;180;240;140;420;127;Decaf;Profit;;;163;Met;Met;202895;64311
518;225;-112;10/1/2720;4742;-65;Major Market;East;69;Leaves;Herbal Tea;Mint;-232;171;New York;160;-50;-120;110;91;Decaf;Loss;;;-112;Met;Missed;202895;64311
516;81;35;10/1/2721;984;117;Major Market;East;22;Leaves;Tea;Darjeeling;125;211;New York;80;120;90;200;33;Regular;Profit;;;35;Met;Met;202895;64311
914;118;58;10/1/2722;930;172;Major Market;East;33;Leaves;Tea;Earl Grey;188;309;New York;120;170;130;290;45;Regular;Profit;;;58;Met;Met;202895;64311
727;134;71;10/1/2723;690;186;Major Market;East;41;Beans;Coffee;Decaf Irish Cream;181;341;Florida;120;160;110;280;64;Decaf;Profit;;;71;Met;Met;202895;64311
386;83;16;10/1/2724;575;112;Major Market;East;27;Beans;Espresso;Decaf Espresso;86;208;Florida;80;110;70;190;54;Decaf;Profit;;;16;Met;Met;202895;64311
407;88;28;10/1/2725;817;133;Major Market;East;29;Beans;Coffee;Colombian;108;236;Florida;70;120;80;190;60;Regular;Profit;;;28;Met;Met;202895;64311
351;67;219;10/1/2726;-3534;443;Major Market;East;22;Beans;Coffee;Colombian;579;543;Massachusetts;60;390;360;450;53;Regular;Profit;;;219;Met;Met;202895;64311
315;279;152;10/1/2727;2642;420;Major Market;East;97;Beans;Coffee;Colombian;402;745;New York;250;370;250;620;149;Regular;Profit;;;152;Met;Met;202895;64311
305;105;1;10/1/2728;716;145;Major Market;East;95;Beans;Espresso;Caffe Mocha;31;266;Florida;100;140;30;240;124;Regular;Profit;;;1;Met;Met;202895;64311
845;135;-122;10/1/2729;3641;-69;Major Market;East;122;Beans;Espresso;Caffe Mocha;-332;70;New York;130;-70;-210;60;155;Regular;Loss;;;-122;Met;Missed;202895;64311
857;153;49;10/1/2730;1319;153;Major Market;East;42;Beans;Espresso;Regular Espresso;129;326;Massachusetts;150;140;80;290;66;Regular;Profit;;;49;Met;Met;202895;64311
518;250;143;10/1/2731;723;407;Major Market;East;70;Beans;Espresso;Regular Espresso;463;700;New York;240;400;320;640;95;Regular;Profit;;;143;Met;Met;202895;64311
631;294;249;10/1/2732;1727;453;Major Market;East;111;Leaves;Herbal Tea;Lemon;459;796;New York;220;320;210;540;144;Decaf;Profit;;;249;Met;Met;202895;64311
716;241;-130;10/1/2733;5121;-93;Major Market;East;74;Leaves;Herbal Tea;Mint;-280;158;New York;180;-80;-150;100;96;Decaf;Loss;;;-130;Met;Missed;202895;64311
718;86;42;10/1/2734;1003;124;Major Market;East;24;Leaves;Tea;Darjeeling;132;224;New York;90;120;90;210;35;Regular;Profit;;;42;Met;Met;202895;64311
518;123;47;10/1/2735;959;179;Major Market;East;34;Leaves;Tea;Earl Grey;197;322;New York;120;190;150;310;46;Regular;Profit;;;47;Met;Met;202895;64311
719;108;-34;10/1/2736;971;157;Major Market;Central;30;Beans;Coffee;Decaf Irish Cream;116;265;Colorado;100;160;150;260;41;Decaf;Profit;;;-34;Met;Missed;202895;64311
815;122;-45;10/1/2737;789;176;Major Market;Central;39;Beans;Coffee;Decaf Irish Cream;115;298;Illinois;110;190;160;300;61;Decaf;Profit;;;-45;Met;Missed;202895;64311
303;72;-74;10/1/2738;650;110;Major Market;Central;23;Beans;Espresso;Decaf Espresso;56;182;Colorado;100;160;130;260;54;Decaf;Profit;;;-74;Met;Missed;202895;64311
312;239;-151;10/1/2739;1755;239;Major Market;Central;66;Beans;Espresso;Decaf Espresso;149;478;Illinois;340;370;300;710;90;Decaf;Profit;;;-151;Met;Missed;202895;64311
614;54;-58;10/1/2740;404;66;Major Market;Central;20;Beans;Espresso;Decaf Espresso;12;120;Ohio;70;100;70;170;54;Decaf;Profit;;;-58;Met;Missed;202895;64311
970;123;-27;10/1/2741;915;179;Major Market;Central;34;Beans;Coffee;Amaretto;133;302;Colorado;120;180;160;300;46;Regular;Profit;;;-27;Met;Missed;202895;64311
815;154;-40;10/1/2742;1132;213;Major Market;Central;50;Beans;Coffee;Colombian;120;367;Illinois;150;220;160;370;93;Regular;Profit;;;-40;Met;Missed;202895;64311
303;76;-91;10/1/2743;580;111;Major Market;Central;21;Beans;Espresso;Caffe Mocha;79;187;Colorado;100;180;170;280;32;Regular;Profit;;;-91;Met;Missed;202895;64311
815;257;-196;10/1/2744;1662;341;Major Market;Central;84;Beans;Espresso;Caffe Mocha;224;598;Illinois;370;520;420;890;117;Regular;Profit;;;-196;Met;Missed;202895;64311
567;161;-98;10/1/2745;1267;161;Major Market;Central;45;Beans;Espresso;Caffe Mocha;92;322;Ohio;230;240;190;470;69;Regular;Profit;;;-98;Met;Missed;202895;64311
719;161;-18;10/1/2746;1267;161;Major Market;Central;45;Leaves;Herbal Tea;Chamomile;92;322;Colorado;120;140;110;260;69;Decaf;Profit;;;-18;Met;Missed;202895;64311
708;123;-7;10/1/2747;915;179;Major Market;Central;34;Leaves;Herbal Tea;Chamomile;133;302;Illinois;90;150;140;240;46;Decaf;Profit;;;-7;Met;Missed;202895;64311
815;108;-4;10/1/2748;971;157;Major Market;Central;30;Leaves;Herbal Tea;Mint;116;265;Illinois;80;130;120;210;41;Decaf;Profit;;;-4;Met;Missed;202895;64311
234;82;5;10/1/2749;788;123;Major Market;Central;27;Leaves;Tea;Darjeeling;65;205;Ohio;50;90;60;140;58;Regular;Profit;;;5;Met;Met;202895;64311
614;91;-4;10/1/2750;656;127;Major Market;Central;28;Leaves;Tea;Earl Grey;76;218;Ohio;50;100;80;150;51;Regular;Profit;;;-4;Met;Missed;202895;64311
720;90;-6;10/1/2751;572;115;Major Market;Central;29;Leaves;Tea;Green Tea;74;205;Colorado;50;90;80;140;41;Regular;Profit;;;-6;Met;Missed;202895;64311
641;10;-12;10/1/2752;598;13;Small Market;Central;3;Beans;Coffee;Decaf Irish Cream;-2;23;Iowa;0;10;10;10;15;Decaf;Loss;;;-12;Met;Missed;202895;64311
715;86;-39;10/1/2753;547;116;Small Market;Central;28;Beans;Coffee;Decaf Irish Cream;61;202;Wisconsin;80;120;100;200;55;Decaf;Profit;;;-39;Met;Missed;202895;64311
816;79;-35;10/1/2754;593;98;Small Market;Central;30;Beans;Coffee;Colombian;35;177;Missouri;70;100;70;170;63;Regular;Profit;;;-35;Met;Missed;202895;64311
715;96;-42;10/1/2755;683;134;Small Market;Central;87;Beans;Coffee;Colombian;18;230;Wisconsin;90;140;60;230;116;Regular;Profit;;;-42;Met;Missed;202895;64311
314;40;-54;10/1/2756;881;59;Small Market;Central;11;Beans;Espresso;Caffe Mocha;36;99;Missouri;50;90;90;140;23;Regular;Profit;;;-54;Met;Missed;202895;64311
608;80;-72;10/1/2757;1055;94;Small Market;Central;24;Beans;Espresso;Caffe Mocha;48;174;Wisconsin;110;140;120;250;46;Regular;Profit;;;-72;Met;Missed;202895;64311
712;257;14;10/1/2758;1662;341;Small Market;Central;84;Leaves;Herbal Tea;Chamomile;224;598;Iowa;200;280;210;480;117;Decaf;Profit;;;14;Met;Met;202895;64311
641;122;-16;10/1/2759;789;176;Small Market;Central;39;Leaves;Herbal Tea;Lemon;114;298;Iowa;90;150;130;240;62;Decaf;Profit;;;-16;Met;Missed;202895;64311
573;86;-36;10/1/2760;1698;23;Small Market;Central;26;Leaves;Herbal Tea;Lemon;-26;109;Missouri;60;20;10;80;49;Decaf;Loss;;;-36;Met;Missed;202895;64311
563;239;39;10/1/2761;1755;239;Small Market;Central;66;Leaves;Tea;Darjeeling;149;478;Iowa;170;170;110;340;90;Regular;Profit;;;39;Met;Met;202895;64311
563;255;53;10/1/2762;1756;312;Small Market;Central;96;Leaves;Tea;Earl Grey;183;567;Iowa;170;230;130;400;129;Regular;Profit;;;53;Met;Met;202895;64311
417;25;-11;10/1/2763;209;31;Small Market;Central;9;Leaves;Tea;Earl Grey;-11;56;Missouri;10;20;0;30;42;Regular;Loss;;;-11;Met;Missed;202895;64311
970;81;4;10/1/2764;984;117;Major Market;Central;22;Beans;Coffee;Decaf Irish Cream;84;198;Colorado;80;110;80;190;33;Decaf;Profit;;;4;Met;Met;202895;64311
815;113;-4;10/1/2765;803;165;Major Market;Central;36;Beans;Coffee;Decaf Irish Cream;106;278;Illinois;110;160;110;270;59;Decaf;Profit;;;-4;Met;Missed;202895;64311
303;75;-42;10/1/2766;659;114;Major Market;Central;24;Beans;Espresso;Decaf Espresso;58;189;Colorado;90;150;100;240;56;Decaf;Profit;;;-42;Met;Missed;202895;64311
847;211;-71;10/1/2767;1778;212;Major Market;Central;59;Beans;Espresso;Decaf Espresso;129;423;Illinois;270;270;200;540;83;Decaf;Profit;;;-71;Met;Missed;202895;64311
970;118;-2;10/1/2768;930;172;Major Market;Central;33;Beans;Coffee;Amaretto;128;290;Colorado;110;170;130;280;44;Regular;Profit;;;-2;Met;Missed;202895;64311
815;173;-1;10/1/2769;1150;239;Major Market;Central;57;Beans;Coffee;Colombian;139;412;Illinois;170;230;140;400;100;Regular;Profit;;;-1;Met;Missed;202895;64311
303;50;-22;10/1/2770;589;73;Major Market;Central;14;Beans;Espresso;Caffe Mocha;48;123;Colorado;60;90;70;150;25;Regular;Profit;;;-22;Met;Missed;202895;64311
224;228;-94;10/1/2771;1691;304;Major Market;Central;75;Beans;Espresso;Caffe Mocha;196;532;Illinois;290;390;290;680;108;Regular;Profit;;;-94;Met;Missed;202895;64311
440;181;-63;10/1/2772;1283;182;Major Market;Central;50;Beans;Espresso;Caffe Mocha;107;363;Ohio;230;230;170;460;75;Regular;Profit;;;-63;Met;Missed;202895;64311
970;181;7;10/1/2773;1283;182;Major Market;Central;50;Leaves;Herbal Tea;Chamomile;107;363;Colorado;170;160;100;330;75;Decaf;Profit;;;7;Met;Met;202895;64311
312;118;17;10/1/2774;930;172;Major Market;Central;33;Leaves;Herbal Tea;Chamomile;127;290;Illinois;110;150;110;260;45;Decaf;Profit;;;17;Met;Met;202895;64311
630;81;4;10/1/2775;984;117;Major Market;Central;22;Leaves;Herbal Tea;Mint;84;198;Illinois;70;110;80;180;33;Decaf;Profit;;;4;Met;Met;202895;64311
330;78;2;10/1/2776;798;119;Major Market;Central;25;Leaves;Tea;Darjeeling;62;197;Ohio;60;100;60;160;57;Regular;Profit;;;2;Met;Met;202895;64311
630;75;9;10/1/2777;659;114;Major Market;Central;24;Leaves;Tea;Earl Grey;59;189;Illinois;60;90;50;150;55;Regular;Profit;;;9;Met;Met;202895;64311
419;102;19;10/1/2778;666;143;Major Market;Central;31;Leaves;Tea;Earl Grey;89;245;Ohio;80;120;70;200;54;Regular;Profit;;;19;Met;Met;202895;64311
719;88;10;10/1/2779;561;112;Major Market;Central;29;Leaves;Tea;Green Tea;70;200;Colorado;70;90;60;160;42;Regular;Profit;;;10;Met;Met;202895;64311
641;10;-13;10/1/2780;596;13;Small Market;Central;3;Beans;Coffee;Decaf Irish Cream;-3;23;Iowa;0;20;10;20;16;Decaf;Loss;;;-13;Met;Missed;202895;64311
262;77;-9;10/1/2781;557;103;Small Market;Central;25;Beans;Coffee;Decaf Irish Cream;51;180;Wisconsin;70;100;60;170;52;Decaf;Profit;;;-9;Met;Missed;202895;64311
